sync,128,2147483648,19460400032
sync,16,2147483648,155759781735
async,1048576,2147483648,380965962
async,102400,2147328000,562165967
async,10240,2147471360,291049845
async,1024,2147483648,1623301675
async,128,2147483648,8577108485
async,16,2147483648,77862301486
sync,1048576,2147483648,559997786
sync,102400,2147328000,341458223
sync,10240,2147471360,930655494
sync,1024,2147483648,1866562558
sync,128,2147483648,20173485640
sync,16,2147483648,137752683246
async,1048576,2147483648,553398273
async,102400,2147328000,702177809
async,10240,2147471360,651338928
async,1024,2147483648,1657421149
async,128,2147483648,9432828232
async,16,2147483648,77714842110
sync,1048576,2147483648,309084255
sync,102400,2147328000,699890638
sync,10240,2147471360,1198113202
sync,1024,2147483648,2758341647
sync,128,2147483648,19620894827
sync,16,2147483648,143934948488
async,1048576,2147483648,297963064
async,102400,2147328000,365676643
async,10240,2147471360,665643490
async,1024,2147483648,1490146553
async,128,2147483648,9090098363
async,16,2147483648,75521067464
sync,1048576,2147483648,302468600
sync,102400,2147328000,707985707
sync,10240,2147471360,645598148
sync,1024,2147483648,3204502486
sync,128,2147483648,19169701026
sync,16,2147483648,155207346032
async,1048576,2147483648,556232767
async,102400,2147328000,414513852
async,10240,2147471360,288876719
async,1024,2147483648,1031442073
async,128,2147483648,9635042133
async,16,2147483648,73651421010
sync,1048576,2147483648,450040043
sync,102400,2147328000,720591747
sync,10240,2147471360,1203544849
sync,1024,2147483648,1975044688
sync,128,2147483648,20488983298
sync,16,2147483648,149790847314
async,1048576,2147483648,554315206
async,102400,2147328000,313013331
async,10240,2147471360,287719988
async,1024,2147483648,1635933531
async,128,2147483648,9214885432
async,16,2147483648,70481400511
sync,1048576,2147483648,551869867
sync,102400,2147328000,708578019
sync,10240,2147471360,1133871941
sync,1024,2147483648,3396406035
sync,128,2147483648,16402335222
sync,16,2147483648,155706846676
async,1048576,2147483648,430585983
async,102400,2147328000,417221998
async,10240,2147471360,645759430
async,1024,2147483648,1523215544
async,128,2147483648,8338668968
async,16,2147483648,76773724627
sync,1048576,2147483648,323231781
sync,102400,2147328000,386228372
sync,10240,2147471360,816925365
sync,1024,2147483648,3355256353
sync,128,2147483648,17373325860
sync,16,2147483648,160609423061
async,1048576,2147483648,325941576
async,102400,2147328000,365243788
async,10240,2147471360,389136264
async,1024,2147483648,1337206499
async,128,2147483648,9025484927
async,16,2147483648,68872765072
sync,1048576,2147483648,302630958
sync,102400,2147328000,329983613
sync,10240,2147471360,923343748
sync,1024,2147483648,2696991580
sync,128,2147483648,16259198828
sync,16,2147483648,159537295000
async,1048576,2147483648,323069744
async,102400,2147328000,609988497
async,10240,2147471360,662544789
async,1024,2147483648,1190738292
async,128,2147483648,8255813939
